purchase_id,customer_id,product_id,offer_id,purchase_date,purchase_time,item_count,total_amount,discount_applied,payment_method,device_type,purchase_channel,status
566,810,140,957,2024-12-03,8:39:22,3,4647.11,490.42,Cash,Tablet,App,Refunded
567,65,61,724,2024-08-28,6:50:24,5,2622.74,51.47,UPI,Tablet,App,Failed
568,822,179,799,2025-01-09,15:01:25,9,2290.85,108.41,Credit Card,Tablet,Web,Refunded
569,958,153,921,2023-08-24,7:41:28,1,2670.03,167.12,Credit Card,Desktop,In-store,Failed
570,952,10,880,2025-02-26,11:21:43,8,880.84,474.07,Wallet,Tablet,App,Refunded
571,453,35,990,2024-11-16,2:16:43,8,4889.46,174.83,Credit Card,Mobile,In-store,Completed
572,491,122,80,2024-12-14,15:27:51,3,2424.54,96.3,NetBanking,Mobile,Web,Completed
573,611,120,206,2024-04-25,1:01:05,4,3243.09,287.46,UPI,Tablet,In-store,Completed
574,732,109,723,2024-08-24,15:20:38,5,3370.35,97.97,Credit Card,Desktop,In-store,Refunded
575,346,150,334,2023-09-03,3:43:24,7,546.91,434.33,Cash,Desktop,App,Failed
576,987,55,970,2024-07-22,20:54:55,4,1984.73,460.21,Wallet,Desktop,App,Refunded
577,4,9,309,2024-08-30,5:53:25,5,2923.36,442.31,Wallet,Desktop,Web,Completed
578,433,199,749,2025-04-18,11:27:21,4,2291.77,72.82,Wallet,Tablet,In-store,Refunded
579,571,174,23,2023-12-02,20:29:33,4,1985.31,47.31,Credit Card,Mobile,App,Completed
580,894,112,274,2024-01-09,14:56:42,8,2764.67,457.15,NetBanking,Mobile,Web,Failed
581,51,64,595,2024-05-08,23:13:53,6,1056.46,403.93,Cash,Desktop,In-store,Refunded
582,736,106,893,2025-02-21,16:57:53,5,1485.04,157.45,Credit Card,Mobile,App,Failed
583,756,113,162,2025-04-01,18:59:12,1,3575.35,144.51,Cash,Desktop,App,Completed
584,685,51,286,2024-08-09,21:36:52,6,135.08,48.4,UPI,Tablet,Web,Failed
585,929,110,397,2025-05-20,20:59:20,4,1882.01,25.13,Wallet,Mobile,App,Failed
586,131,129,980,2024-03-08,10:39:42,8,153.85,311.37,UPI,Tablet,In-store,Completed
587,302,105,94,2024-12-07,2:45:17,8,4561.66,148.15,Credit Card,Tablet,In-store,Refunded
588,452,186,571,2024-05-20,22:36:36,8,406.95,290.4,Credit Card,Mobile,In-store,Failed
589,471,190,374,2025-03-24,12:13:12,1,2025.03,60.76,UPI,Mobile,In-store,Refunded
590,520,2,178,2025-03-29,18:59:20,5,3500.07,476.24,UPI,Mobile,Web,Failed
591,651,1,919,2024-09-20,12:21:21,3,3177.37,59.28,Cash,Mobile,In-store,Refunded
592,538,60,967,2024-09-11,17:14:47,10,3417.68,107,Wallet,Mobile,Web,Failed
593,925,6,97,2025-03-04,20:30:58,5,1993.69,218.02,Cash,Mobile,In-store,Failed
594,37,38,59,2024-12-16,10:44:05,9,1253,442.43,Credit Card,Desktop,In-store,Refunded
595,451,188,870,2023-10-01,3:27:47,5,2002.51,286.05,Wallet,Desktop,In-store,Failed
596,144,139,502,2024-01-09,7:10:02,10,1135.17,223.76,Wallet,Tablet,In-store,Refunded
597,347,83,201,2024-08-06,16:07:40,5,4366.16,34.46,UPI,Tablet,App,Failed
598,522,77,397,2024-08-15,16:04:26,5,1086.26,232,NetBanking,Tablet,App,Completed
599,780,192,577,2024-08-25,0:41:32,4,2343.4,285.92,UPI,Tablet,Web,Completed
600,859,135,396,2024-01-24,22:17:13,1,2013.1,263.48,Cash,Mobile,Web,Failed
601,192,54,841,2024-08-01,20:20:44,3,1212.56,152.54,Wallet,Tablet,App,Completed
602,119,31,927,2024-06-07,13:26:12,7,1944.43,223.05,Wallet,Tablet,Web,Refunded
603,432,47,477,2023-09-06,22:06:10,10,3384.68,436.5,Cash,Mobile,App,Refunded
604,8,56,384,2024-12-07,21:28:44,1,3594.43,449.76,Cash,Tablet,Web,Completed
605,207,86,218,2024-05-31,5:45:01,6,1075.2,387.14,Wallet,Desktop,Web,Completed
606,968,170,357,2024-03-16,17:00:57,3,2836.65,145.53,Wallet,Tablet,In-store,Refunded
607,646,150,14,2025-02-27,0:59:54,7,4263.93,275.2,Wallet,Desktop,Web,Completed
608,270,169,561,2024-07-25,1:48:01,7,2418.74,468.2,Cash,Mobile,Web,Refunded
609,750,79,210,2025-04-07,10:37:15,2,3654.61,157.64,Cash,Desktop,App,Refunded
610,54,156,781,2024-09-24,20:10:23,9,2101.29,74.96,Cash,Tablet,App,Failed
611,458,150,537,2024-06-03,5:13:03,6,4930.07,437.26,NetBanking,Mobile,In-store,Completed
612,346,39,399,2024-01-06,20:09:48,4,2769.85,297.41,Cash,Tablet,Web,Completed
613,116,67,922,2025-03-17,7:55:44,9,4484.64,311.33,UPI,Mobile,Web,Completed
614,615,117,966,2024-02-27,21:44:39,3,1228.82,430.45,UPI,Mobile,App,Completed
615,424,75,215,2025-02-17,11:53:14,5,3025.32,270.83,Credit Card,Mobile,In-store,Refunded
616,742,3,801,2025-04-12,5:26:31,5,1178.43,46.62,Cash,Desktop,In-store,Completed
617,700,194,564,2024-03-08,9:08:05,10,4920.42,387.35,NetBanking,Tablet,Web,Failed
618,44,81,110,2024-06-18,16:23:44,3,618.75,94.27,Wallet,Mobile,App,Failed
619,879,97,949,2025-02-13,8:07:02,10,3046.19,78.32,Wallet,Tablet,Web,Refunded
620,367,56,433,2023-08-02,13:07:05,2,3859.36,90.01,UPI,Desktop,In-store,Failed
621,601,154,290,2024-07-17,22:20:37,5,2810.51,361.04,Wallet,Mobile,Web,Refunded
622,74,102,436,2023-07-28,15:47:53,4,4846.23,86.43,Cash,Desktop,App,Completed
623,904,45,870,2024-09-09,7:38:58,5,577.98,175.58,Wallet,Tablet,App,Failed
624,87,186,55,2024-09-08,0:35:39,10,2245.3,200.24,UPI,Desktop,Web,Refunded
625,354,15,948,2024-03-02,15:26:23,4,3117.83,113.77,Cash,Desktop,App,Completed
626,180,52,753,2025-04-05,12:48:22,1,3128.62,388.38,UPI,Mobile,In-store,Refunded
627,290,52,889,2024-04-13,21:00:45,7,957.5,404.85,Credit Card,Mobile,App,Completed
628,497,101,972,2024-04-29,5:35:32,7,1523.45,422.67,Credit Card,Desktop,In-store,Refunded
629,852,113,597,2025-06-15,17:40:40,3,582.65,51.76,NetBanking,Tablet,Web,Failed
630,646,94,849,2023-10-03,16:29:52,6,3138.19,486.24,Wallet,Mobile,In-store,Completed
631,712,109,150,2023-08-21,19:38:22,9,4148.04,19.93,Cash,Mobile,App,Refunded
632,857,115,888,2024-08-08,9:23:31,7,2989.79,395.59,Credit Card,Tablet,Web,Completed
633,808,35,806,2024-05-14,11:37:18,2,2349.62,365.24,NetBanking,Mobile,Web,Completed
634,641,51,954,2023-10-29,14:12:46,8,625.55,35.71,UPI,Tablet,App,Refunded
635,202,11,234,2024-02-09,19:31:34,5,457.69,166.91,Credit Card,Desktop,App,Completed
636,516,167,363,2025-05-15,16:41:17,8,4542.08,426.19,NetBanking,Desktop,Web,Refunded
637,354,148,768,2024-05-30,23:25:36,8,2383.73,251.29,Wallet,Mobile,In-store,Failed
638,696,54,141,2025-01-29,1:11:40,7,3301.09,309.7,NetBanking,Desktop,Web,Completed
639,179,103,650,2025-05-18,18:06:29,4,926.51,331.37,Cash,Mobile,App,Failed
640,848,129,961,2023-09-21,3:48:22,7,2391.42,372.7,Credit Card,Mobile,In-store,Refunded
641,439,90,488,2023-12-12,12:50:30,3,4358.52,20.47,Wallet,Desktop,In-store,Failed
642,229,116,454,2023-12-29,21:59:30,3,4628.76,76.6,Wallet,Tablet,App,Failed
643,555,116,673,2024-10-08,15:26:44,3,3789.75,229.9,Cash,Mobile,In-store,Failed
644,959,95,478,2024-06-29,19:26:38,5,4545.06,89.23,Cash,Mobile,App,Completed
645,640,111,209,2025-01-30,16:43:58,6,1346.39,382.3,Credit Card,Mobile,In-store,Failed
646,954,99,107,2025-05-29,8:47:31,9,1428.27,485.26,Credit Card,Mobile,Web,Refunded
647,559,133,58,2025-06-09,2:12:44,4,1634.08,339.82,Cash,Tablet,In-store,Completed
648,627,53,288,2025-06-21,7:35:16,9,289.94,396.84,UPI,Tablet,App,Refunded
649,7,24,922,2025-04-21,0:16:14,4,1270.04,256.87,Credit Card,Tablet,In-store,Failed
650,722,193,420,2025-01-08,0:46:02,6,3844.6,377.32,Credit Card,Mobile,Web,Refunded
651,569,160,749,2024-08-06,1:31:51,6,1954.16,51.68,Cash,Mobile,In-store,Failed
652,925,59,867,2024-07-25,20:19:20,4,894.73,34.08,Cash,Mobile,In-store,Completed
653,5,127,264,2024-05-27,19:23:16,5,2103.82,173.18,Credit Card,Mobile,Web,Refunded
654,443,17,614,2023-12-28,12:05:30,10,1756.09,185.1,UPI,Tablet,App,Refunded
655,160,90,443,2024-05-03,11:24:38,1,4006.32,89.12,UPI,Mobile,Web,Completed
656,416,106,612,2024-06-28,2:28:17,3,2863.38,212.21,NetBanking,Mobile,Web,Refunded
657,512,160,223,2024-08-15,10:52:33,3,1266.99,246.99,Wallet,Desktop,App,Completed
658,245,31,888,2024-11-29,15:49:56,5,547.91,366.42,UPI,Tablet,Web,Failed
659,878,88,685,2024-04-19,8:05:00,4,1149.31,153.43,Wallet,Desktop,Web,Refunded
660,510,95,219,2024-06-30,12:17:00,9,883.67,261.97,UPI,Desktop,Web,Completed
661,618,109,110,2025-07-20,6:12:38,5,957.18,81.1,Cash,Desktop,App,Failed
662,466,53,252,2023-12-08,4:33:52,9,1093.01,430.18,UPI,Tablet,In-store,Refunded
663,659,198,624,2025-05-06,12:23:30,1,248.66,136.06,UPI,Mobile,Web,Refunded
664,14,135,299,2023-09-08,20:14:50,9,3323.14,352.78,Wallet,Tablet,Web,Failed
665,771,57,938,2024-03-08,11:59:17,4,2339.7,301.77,Credit Card,Mobile,Web,Refunded
666,465,66,653,2025-06-25,17:18:36,1,2153.78,67.96,NetBanking,Mobile,In-store,Failed
667,124,58,220,2024-05-19,7:18:31,4,1977.58,39.98,NetBanking,Mobile,App,Failed
668,553,27,417,2024-07-05,4:51:28,7,1787.07,57,Wallet,Desktop,In-store,Failed
669,596,99,43,2025-05-15,2:05:17,10,3614.78,191.62,Credit Card,Mobile,Web,Refunded
670,916,36,494,2024-06-19,17:42:40,5,4903.5,468.55,NetBanking,Desktop,Web,Completed
671,283,11,718,2024-02-13,17:59:10,7,1988.57,326.42,UPI,Tablet,Web,Completed
672,874,136,438,2025-06-20,10:33:13,4,1003.06,130.01,Cash,Mobile,Web,Completed
673,725,35,910,2025-07-07,19:45:08,7,1196.96,167.35,UPI,Tablet,App,Refunded
674,750,69,776,2025-07-04,7:19:54,6,1508.19,231.03,Wallet,Tablet,In-store,Failed
675,682,99,621,2024-04-01,2:30:37,10,3261.37,295.77,NetBanking,Desktop,Web,Completed
676,857,132,711,2023-09-22,0:08:02,1,2880.4,192.73,UPI,Tablet,App,Completed
677,933,180,936,2023-07-31,2:09:17,6,2266.45,255.06,Cash,Mobile,In-store,Completed
678,283,170,835,2023-11-10,11:06:09,9,4119.8,280.7,UPI,Desktop,In-store,Failed
679,535,187,130,2023-07-31,19:15:28,9,1866.94,343.6,NetBanking,Tablet,In-store,Refunded
680,472,96,495,2024-10-23,11:22:27,5,501.55,476.25,Cash,Mobile,In-store,Failed
681,314,151,88,2024-11-10,14:37:48,6,4361.3,375.14,UPI,Tablet,In-store,Refunded
682,716,114,245,2024-03-25,15:34:52,9,3386.77,248.88,Wallet,Mobile,Web,Failed
683,383,28,381,2025-02-11,22:50:10,7,1886.96,155.03,Credit Card,Tablet,In-store,Refunded
684,89,124,818,2023-11-01,10:36:32,8,3425.04,194.75,Credit Card,Mobile,In-store,Failed
685,286,111,149,2025-04-21,1:14:38,5,2803.65,306.47,NetBanking,Desktop,Web,Failed
686,10,32,346,2023-10-16,20:57:20,10,1251.33,416.06,NetBanking,Mobile,Web,Completed
687,527,3,932,2024-01-09,22:08:57,6,1262.89,294.03,NetBanking,Mobile,App,Completed
688,324,3,762,2023-11-05,21:05:00,7,129.91,455.93,NetBanking,Desktop,Web,Failed
689,774,169,786,2025-01-14,13:56:22,4,4280.56,52.75,UPI,Desktop,Web,Completed
690,222,26,851,2024-06-27,3:44:22,1,2969.38,21.41,Cash,Desktop,In-store,Refunded
691,680,180,287,2024-12-17,23:49:41,5,2140.91,330.49,Cash,Tablet,Web,Completed
692,483,198,182,2024-08-23,3:59:23,8,4504.95,296.48,Credit Card,Tablet,Web,Failed
693,619,36,705,2023-10-27,9:13:56,1,3473.34,168.63,Wallet,Desktop,Web,Failed
694,86,142,648,2024-01-03,18:53:54,8,2998.84,401.02,UPI,Tablet,App,Failed
695,736,58,706,2025-01-30,4:37:47,2,642.55,141.68,UPI,Tablet,Web,Completed
696,723,120,591,2024-02-21,13:26:03,9,2746.24,157.62,Cash,Mobile,Web,Refunded
697,498,190,83,2023-08-29,12:47:54,4,4365.17,403.85,Wallet,Mobile,Web,Failed
698,973,45,726,2025-01-16,23:51:50,10,147.91,389.2,Credit Card,Mobile,App,Failed
699,403,140,187,2025-07-03,5:56:30,4,1871.99,207.45,UPI,Desktop,Web,Failed
700,358,182,52,2024-12-30,21:50:08,10,104.97,291.79,Credit Card,Desktop,Web,Failed
701,416,24,717,2024-05-11,6:09:04,10,2314.59,27.99,Cash,Tablet,Web,Completed
702,495,83,118,2025-04-23,9:07:13,5,4151.13,82.33,Wallet,Mobile,Web,Failed
703,387,42,888,2025-02-07,3:41:45,1,3877.88,392.45,Cash,Desktop,App,Refunded
704,661,120,342,2024-10-12,22:12:40,4,2492.67,223.89,Wallet,Mobile,App,Refunded
705,949,178,1,2024-09-05,19:12:38,8,1359.38,379.37,Wallet,Tablet,App,Refunded
706,163,102,960,2024-02-13,8:51:07,1,1741.77,37.53,Credit Card,Mobile,App,Refunded
707,870,18,770,2024-10-31,4:26:28,4,4740.97,79.99,Wallet,Desktop,Web,Failed
708,74,131,843,2023-12-07,10:09:39,10,3063.74,128.68,Credit Card,Desktop,In-store,Refunded
709,732,157,204,2025-04-25,8:32:27,10,1894.73,114.64,Cash,Desktop,App,Completed
710,288,170,358,2025-01-04,8:35:41,4,3428.44,465.62,Cash,Desktop,App,Refunded
711,8,190,469,2025-01-12,23:24:21,5,2740.29,67.07,Credit Card,Mobile,App,Refunded
712,607,131,22,2023-09-17,0:00:24,2,1687.16,255.67,UPI,Tablet,In-store,Refunded
713,849,92,58,2023-11-19,20:31:10,4,2450.73,66.1,Cash,Desktop,App,Completed
714,44,132,681,2024-06-07,10:06:46,6,569.82,399.47,UPI,Desktop,Web,Completed
715,221,198,754,2024-09-17,17:05:55,7,1448,218.62,Wallet,Mobile,App,Completed
716,220,161,917,2024-05-28,16:09:21,8,4382.72,225.15,Cash,Mobile,App,Refunded
717,816,143,45,2024-02-18,22:49:53,5,1401.82,297.83,NetBanking,Desktop,In-store,Failed
718,627,60,674,2025-02-19,3:45:49,7,1127.22,168.28,NetBanking,Desktop,Web,Completed
719,676,75,843,2024-07-29,4:35:18,5,3792.27,62.12,NetBanking,Mobile,In-store,Refunded
720,114,118,533,2024-01-16,11:55:48,4,4976.62,320.65,Cash,Mobile,In-store,Failed
721,557,20,250,2024-03-12,19:46:25,9,4479.65,464.77,Credit Card,Desktop,App,Failed
722,715,1,882,2025-05-06,21:09:06,6,506.94,290.26,Cash,Mobile,App,Completed
723,831,59,984,2025-03-21,20:35:44,9,2437.04,458.4,UPI,Desktop,In-store,Refunded
724,94,185,444,2025-04-17,20:14:18,2,3176.78,444.38,NetBanking,Desktop,App,Failed
725,605,25,905,2023-11-04,17:33:41,4,3721.97,10.22,NetBanking,Tablet,In-store,Refunded
726,638,127,275,2025-07-21,12:18:12,5,1836.36,448.36,Credit Card,Mobile,App,Refunded
727,452,64,241,2024-12-12,22:04:50,5,2155.83,428.36,Cash,Desktop,In-store,Refunded
728,163,69,921,2024-08-19,9:45:17,5,2186.05,318.56,Wallet,Desktop,In-store,Failed
729,36,144,571,2024-11-22,22:32:10,6,1015.81,15.15,Credit Card,Desktop,In-store,Refunded
730,452,151,473,2024-10-09,11:08:50,8,3435.79,366.68,Cash,Mobile,In-store,Completed
731,342,37,839,2024-10-02,8:33:45,9,851.59,402.45,Wallet,Tablet,App,Failed
732,592,92,316,2023-09-04,10:15:04,4,4267.4,17.31,UPI,Mobile,Web,Completed
733,385,83,693,2025-06-06,13:08:13,5,2542.46,20.16,Credit Card,Tablet,App,Failed
734,564,149,220,2024-01-09,4:52:37,8,2091.26,212.48,Credit Card,Desktop,Web,Refunded
735,636,153,245,2025-07-02,19:20:28,8,875.85,436.83,Cash,Desktop,Web,Refunded
736,716,69,771,2024-03-19,4:30:35,7,1885.28,213.15,NetBanking,Mobile,In-store,Completed
737,5,119,715,2024-09-06,13:49:09,4,2853.18,311.32,UPI,Desktop,Web,Completed
738,517,86,243,2025-06-05,4:21:40,10,612.2,346.73,NetBanking,Mobile,In-store,Refunded
739,906,26,400,2024-03-26,1:24:50,3,2894.97,356.67,UPI,Desktop,Web,Completed
740,477,55,809,2025-05-31,22:19:20,9,933.56,222.12,Credit Card,Mobile,App,Completed
741,529,5,529,2023-12-16,16:25:49,5,394.72,430.25,Credit Card,Tablet,In-store,Failed
742,413,102,821,2025-04-22,0:27:38,3,4800.79,317.11,Credit Card,Desktop,In-store,Refunded
743,123,124,654,2024-12-04,3:20:27,10,2608.41,169.52,NetBanking,Desktop,App,Refunded
744,724,198,326,2024-11-13,23:00:00,1,1934.21,451.49,Wallet,Tablet,Web,Completed
745,712,168,547,2023-08-12,15:25:42,7,1103.14,452.72,Credit Card,Tablet,App,Failed
746,543,44,145,2025-01-21,9:12:10,3,3043.58,271.29,Cash,Desktop,In-store,Refunded
747,316,104,877,2024-06-22,17:10:04,5,4267.3,258.36,Cash,Tablet,App,Refunded
748,652,160,950,2025-02-05,3:27:38,9,2234.1,200.37,NetBanking,Mobile,App,Failed
749,354,189,136,2025-02-26,16:07:55,5,811.55,467.6,UPI,Tablet,App,Refunded
750,320,8,950,2023-11-04,5:13:21,4,849.07,240.66,NetBanking,Tablet,App,Failed
751,199,115,297,2025-02-11,16:50:37,8,278.35,283.11,UPI,Desktop,Web,Failed
752,49,176,613,2025-06-15,3:42:43,4,2833.48,210.88,Wallet,Tablet,Web,Completed
753,629,146,30,2024-02-23,12:14:00,6,2029.46,160.07,Wallet,Mobile,In-store,Failed
754,135,130,167,2024-05-14,6:10:48,5,4868.19,65.93,Wallet,Desktop,In-store,Completed
755,138,59,730,2025-02-05,13:51:19,1,644.36,10.1,Cash,Tablet,App,Completed
756,203,4,157,2025-03-09,21:33:22,5,1143.53,344.38,Cash,Mobile,Web,Failed
757,730,169,462,2024-09-28,23:47:21,9,3774.07,444.82,NetBanking,Desktop,App,Refunded
758,695,54,947,2023-11-01,15:16:49,8,4448.04,400.02,Cash,Desktop,App,Failed
759,170,44,505,2024-05-21,4:29:27,3,2691.46,119.81,Wallet,Tablet,App,Failed
760,178,173,322,2023-10-19,8:33:44,5,4342.56,262.55,Credit Card,Desktop,App,Completed
761,214,187,608,2024-03-19,17:45:23,9,3433.92,242.9,Cash,Tablet,App,Failed
762,330,39,955,2023-07-23,10:46:10,2,1300.06,69.18,Wallet,Desktop,App,Refunded
763,495,62,864,2025-05-04,22:07:16,6,564.23,252.23,Wallet,Mobile,In-store,Failed
764,592,17,40,2024-04-29,20:27:24,3,2002.43,274.42,NetBanking,Desktop,Web,Failed
765,978,33,510,2024-03-29,3:30:53,6,624.45,76.4,Cash,Mobile,App,Completed
766,833,130,778,2023-11-13,17:59:17,5,4706.5,310.67,NetBanking,Tablet,In-store,Refunded
767,480,106,657,2024-08-19,22:16:10,8,805.04,186.58,UPI,Desktop,Web,Failed
768,388,187,68,2024-02-08,18:06:14,8,2449.68,70.46,UPI,Mobile,App,Failed
769,220,167,544,2024-05-12,16:28:11,7,3448.77,147.56,Cash,Desktop,App,Failed
770,518,129,252,2024-01-20,13:17:46,2,3356.31,248.62,Credit Card,Mobile,Web,Failed
771,860,43,436,2025-07-16,16:32:39,10,3013.3,319.54,Wallet,Mobile,App,Completed
772,848,80,103,2024-06-30,1:19:12,8,1855.97,255.83,Wallet,Desktop,In-store,Failed
773,346,32,662,2023-08-05,15:03:31,7,2098.4,5.44,UPI,Mobile,App,Failed
774,167,164,932,2024-07-25,19:11:07,4,892.63,474.14,Cash,Desktop,In-store,Completed
775,974,139,515,2023-11-05,19:10:09,6,701.52,248.23,Cash,Desktop,App,Failed
776,261,89,72,2023-11-25,21:27:19,1,3556.87,162.92,NetBanking,Tablet,App,Refunded
777,766,27,485,2025-06-19,3:14:03,9,4727.3,460.49,Cash,Mobile,App,Failed
778,392,162,801,2024-06-26,8:33:12,5,2949.19,311.06,Wallet,Mobile,In-store,Failed
779,518,101,479,2024-04-11,23:53:45,3,2622.2,107.61,Credit Card,Desktop,App,Failed
780,240,26,957,2023-08-05,4:48:48,2,4117.07,139.12,Wallet,Desktop,In-store,Refunded
781,438,140,501,2023-08-21,6:49:24,9,232.86,471.2,Cash,Mobile,Web,Completed
782,89,181,577,2023-10-14,5:32:16,2,1409.44,357.48,Cash,Mobile,App,Refunded
783,775,121,701,2025-03-21,15:25:53,10,825.89,89.89,UPI,Mobile,In-store,Refunded
784,376,25,625,2025-03-08,20:03:39,4,3859.81,114.77,UPI,Desktop,App,Failed
785,813,148,407,2024-10-09,6:59:53,8,4617.79,196.51,Credit Card,Mobile,In-store,Completed
786,696,166,421,2024-05-28,0:33:15,5,670.45,298.57,UPI,Desktop,In-store,Completed
787,443,58,437,2024-03-28,23:13:36,1,350.32,155.23,UPI,Tablet,Web,Refunded
788,74,122,674,2025-06-10,11:31:42,7,4328.44,202.56,Cash,Tablet,Web,Failed
789,964,33,446,2025-04-23,23:36:26,6,2488.78,349.28,NetBanking,Desktop,In-store,Failed
790,986,90,316,2024-01-08,21:15:25,6,1107.31,194.81,UPI,Desktop,Web,Completed
791,53,106,417,2023-12-23,7:42:14,3,115.61,142.9,NetBanking,Mobile,App,Failed
792,628,191,929,2024-03-07,5:51:10,9,919.4,336.08,Wallet,Desktop,Web,Completed
793,7,181,104,2024-02-01,8:01:52,7,130.31,42.84,Credit Card,Tablet,Web,Failed
794,96,101,694,2024-02-13,11:41:20,3,4772.37,257.79,Cash,Mobile,In-store,Failed
795,66,83,772,2024-12-14,2:22:12,5,3872.25,9.24,Credit Card,Desktop,Web,Refunded
796,863,29,70,2023-12-14,6:23:24,7,4221.74,145.55,Cash,Mobile,In-store,Refunded
797,88,149,123,2024-05-03,3:32:33,8,784.38,234.31,UPI,Mobile,In-store,Failed
798,764,19,368,2024-03-30,9:33:34,3,871.81,90.53,Wallet,Mobile,Web,Completed
799,966,56,71,2023-11-01,8:25:04,1,631.1,85.31,Credit Card,Tablet,App,Completed
800,987,103,351,2023-11-13,10:30:39,9,481.78,277.28,UPI,Tablet,App,Failed
801,482,133,325,2024-12-24,1:38:08,7,2808.61,191.65,Credit Card,Desktop,In-store,Failed
802,282,44,34,2024-05-16,5:19:24,3,4292.26,187.42,Cash,Mobile,Web,Refunded
803,240,107,26,2024-07-15,9:21:26,10,4320.64,380.07,UPI,Mobile,Web,Refunded
804,542,130,873,2024-03-14,12:01:14,10,943.78,390.57,UPI,Mobile,App,Completed
805,542,178,679,2024-10-03,0:43:57,7,700.39,402.39,Cash,Tablet,Web,Completed
806,512,113,132,2024-12-17,11:08:59,6,2106.71,447.64,NetBanking,Tablet,Web,Completed
807,900,144,612,2024-01-22,5:54:23,9,4833.26,103.79,UPI,Tablet,App,Failed
808,871,55,620,2025-04-04,23:12:36,5,3705.9,202.19,Credit Card,Mobile,App,Failed
809,152,70,681,2023-09-13,22:09:14,8,1630.91,52.71,UPI,Mobile,App,Failed
810,37,103,241,2025-01-27,23:33:05,2,4303.98,40.15,Wallet,Mobile,App,Failed
811,770,37,609,2025-03-04,5:31:56,8,4608.25,224.45,Cash,Mobile,Web,Completed
812,468,137,806,2025-04-15,2:34:34,9,3585.15,112.06,Cash,Tablet,In-store,Completed
813,291,55,631,2025-06-01,11:32:45,3,4831.58,227.89,Cash,Tablet,Web,Failed
814,540,18,19,2024-02-28,8:59:32,9,4349.42,115.92,Wallet,Mobile,In-store,Failed
815,541,80,401,2023-12-17,12:27:17,6,1691.14,106.44,Cash,Desktop,In-store,Refunded
816,585,162,517,2024-06-04,19:35:46,5,3113.38,478.42,UPI,Desktop,Web,Failed
817,188,200,74,2024-02-01,8:32:23,4,723.88,324.25,Credit Card,Desktop,App,Completed
818,335,75,588,2024-08-11,2:56:25,8,195.23,121.63,Credit Card,Mobile,App,Refunded
819,382,136,885,2025-01-10,4:50:31,10,2557.71,449.64,UPI,Mobile,Web,Failed
820,771,144,291,2025-03-14,23:47:56,5,4413.7,178.11,UPI,Mobile,In-store,Completed
821,434,14,418,2023-12-17,22:55:24,5,882.24,400.58,UPI,Tablet,Web,Refunded
822,157,97,615,2023-11-25,18:55:57,4,3127.14,229.53,Credit Card,Desktop,App,Completed
823,761,9,265,2024-03-05,7:25:35,5,2038.76,28.48,Cash,Mobile,Web,Failed
824,621,118,247,2024-11-29,18:43:33,4,3390.08,136.19,UPI,Mobile,In-store,Completed
825,200,89,128,2025-06-04,0:06:35,8,3060.69,430.62,NetBanking,Desktop,Web,Refunded
826,607,40,286,2023-12-21,3:54:34,5,3245.94,222.09,UPI,Tablet,In-store,Refunded
827,846,98,940,2023-12-04,0:08:26,5,4449.02,208.6,NetBanking,Desktop,App,Refunded
828,824,106,683,2023-08-09,17:51:56,6,4364.15,5.22,Credit Card,Tablet,App,Completed
829,806,145,203,2024-07-18,12:25:00,5,1024.91,60.93,Cash,Mobile,In-store,Refunded
830,102,85,813,2024-09-15,13:06:56,10,4532.36,483.91,Cash,Mobile,In-store,Completed
831,184,128,975,2024-05-14,4:23:39,2,3847.2,71.37,Wallet,Desktop,App,Completed
832,927,13,359,2024-02-11,4:50:29,10,2910.75,8.54,Wallet,Mobile,In-store,Failed
833,5,11,592,2024-03-15,1:22:32,2,816.4,475.64,NetBanking,Mobile,In-store,Refunded
834,950,161,374,2024-10-18,2:55:24,1,2346.99,469.28,Wallet,Mobile,App,Completed
835,984,163,82,2023-12-22,2:58:57,4,3562.44,425.49,UPI,Tablet,In-store,Completed
836,392,170,142,2023-12-18,11:31:18,3,2168.56,196.25,Wallet,Desktop,In-store,Failed
837,97,126,89,2024-11-17,22:13:33,7,2765.58,140.23,UPI,Tablet,In-store,Completed
838,965,158,981,2023-07-27,16:10:21,8,899.58,153.48,Wallet,Mobile,Web,Completed
839,964,99,962,2024-08-10,2:15:35,9,1507.5,222.96,Wallet,Tablet,Web,Refunded
840,643,192,855,2025-06-19,2:38:55,5,3386.91,110.81,Cash,Desktop,App,Completed
841,911,67,818,2024-09-23,15:21:34,3,2450.03,409.21,Credit Card,Mobile,In-store,Failed
842,40,136,940,2024-09-21,17:53:32,7,3503.85,33.95,NetBanking,Mobile,Web,Completed
843,213,172,968,2025-05-28,3:31:27,6,779.82,249.58,NetBanking,Mobile,App,Completed
844,733,135,145,2024-11-13,15:56:08,5,2141.23,111.85,UPI,Mobile,In-store,Completed
845,303,50,755,2023-12-23,14:13:32,4,1306.89,68.67,UPI,Desktop,Web,Failed
846,573,87,418,2024-11-01,3:42:37,4,4723.76,437.97,NetBanking,Tablet,Web,Refunded
847,208,143,365,2025-05-13,8:00:02,6,2381.16,497.09,Credit Card,Mobile,Web,Refunded
848,811,136,596,2024-04-14,17:40:11,7,3563.34,8.17,Cash,Desktop,Web,Completed
849,345,200,523,2024-05-14,10:29:41,6,3401.15,363.61,Wallet,Desktop,App,Refunded
