offer_id,offer_title,offer_type,category,discount_percent,valid_from,valid_till,usage_limit,offer_channel,terms
503,Electronics-4268,Cashback,Food,48.41,2024-05-12,2025-01-21,810,SMS,Determine long and.
504,Entertainment-4802,Cashback,Entertainment,48.4,2024-08-22,2024-11-21,801,SMS,Scene serious because.
505,Electronics-1412,Discount,Travel,16.19,2024-11-24,2026-01-11,835,App,Provide anything back agreement final.
506,Electronics-7195,Cashback,Travel,22.07,2025-05-28,2025-11-22,937,SMS,Suggest even mention require far.
507,Travel-6434,Discount,Electronics,43.54,2023-10-11,2024-05-20,745,Email,Ball accept total office half long ahead.
508,Travel-6308,Discount,Electronics,35.45,2023-10-12,2024-04-02,356,SMS,Wind writer stage often range talk affect music.
509,Travel-8975,Cashback,Electronics,29.12,2025-02-12,2025-08-15,306,SMS,Task end ever official their wrong.
510,Travel-3777,Discount,Food,18.64,2023-11-15,2024-03-24,798,SMS,My buy very build consider answer guess.
511,Entertainment-8098,LoyaltyPoints,Fashion,8.39,2025-07-10,2025-09-28,171,Website,Best life house somebody radio.
512,Entertainment-5959,Discount,Food,42.83,2024-01-29,2024-04-27,236,Email,Yourself according boy industry coach read.
513,Entertainment-6875,Coupon,Electronics,40.01,2024-02-28,2026-01-09,904,App,Wonder contain money way music walk.
514,Fashion-2398,Coupon,Entertainment,40.63,2024-09-09,2025-09-20,98,Email,Report crime sort buy forget.
515,Electronics-3083,Discount,Travel,25.67,2025-01-19,2025-02-27,541,Email,Stop responsibility should machine foot general social.
516,Entertainment-7332,Coupon,Fashion,15.22,2025-07-09,2025-11-30,631,App,Each our administration unit choose government throw.
517,Fashion-3925,Coupon,Food,32.49,2025-02-13,2025-04-11,681,Website,Home role majority particular study my should.
518,Food-6111,Cashback,Travel,25.95,2025-01-08,2025-09-10,362,App,Mission project pull system.
519,Electronics-4159,LoyaltyPoints,Food,13.96,2025-05-27,2026-01-15,68,SMS,Hot enjoy western.
520,Travel-4273,Coupon,Travel,18.79,2025-01-20,2025-05-24,122,SMS,Wife area sing start certainly throughout go.
521,Fashion-5376,Cashback,Entertainment,19.3,2024-07-24,2026-01-10,844,Website,Occur throughout car artist.
522,Food-1288,Discount,Food,17.28,2025-01-06,2025-05-16,170,Website,Husband throw head fish.
523,Travel-1650,Coupon,Food,14.63,2024-01-14,2025-02-08,905,Website,Walk mouth low single no.
524,Entertainment-2161,Cashback,Travel,7.15,2023-08-12,2024-06-29,594,Email,Often parent few head attorney.
525,Food-3499,Cashback,Entertainment,15.92,2024-12-08,2025-04-20,208,Email,Life on feeling service feeling someone least.
526,Food-6300,Coupon,Fashion,49.86,2024-08-08,2025-03-26,304,App,Necessary around politics quality mean significant response.
527,Entertainment-3975,Cashback,Electronics,22.84,2025-07-07,2025-08-07,910,SMS,Practice budget sing human.
528,Food-3185,Coupon,Electronics,7.06,2023-09-10,2023-10-29,603,SMS,Television choice top hope speech business window share.
529,Travel-9121,Discount,Entertainment,41.05,2024-10-07,2025-01-26,330,SMS,Gun someone provide.
530,Entertainment-1688,LoyaltyPoints,Fashion,35.06,2024-06-05,2025-08-19,737,App,Relationship policy allow discuss others modern.
531,Entertainment-8152,Cashback,Fashion,36.43,2025-05-17,2025-06-19,330,Website,Red control use enter tree you mission close.
532,Food-9829,Cashback,Entertainment,28.98,2024-05-31,2025-03-24,328,Email,Season wind chance present address at after realize.
533,Fashion-4620,LoyaltyPoints,Travel,13.35,2025-05-08,2025-11-21,838,SMS,Analysis product develop subject position report.
534,Entertainment-6219,Coupon,Travel,34.32,2025-04-26,2025-07-06,603,Website,Age who next board able carry hand financial.
535,Food-1215,Discount,Entertainment,18.2,2024-04-19,2024-08-17,356,Website,Song class happen international her.
536,Electronics-3829,Discount,Electronics,35.4,2023-08-12,2025-08-26,388,Email,Professor board result easy beyond again.
537,Fashion-5082,Cashback,Entertainment,41.45,2025-07-19,2025-11-13,117,App,Good his radio general certain ready part.
538,Travel-5529,Coupon,Travel,16.89,2024-10-24,2025-07-11,54,App,Similar between own term across stuff meeting station.
539,Travel-3765,LoyaltyPoints,Electronics,8.24,2024-10-19,2025-09-09,431,Email,Direction five rise soon according yes into.
540,Entertainment-7596,LoyaltyPoints,Electronics,8.94,2024-04-22,2024-07-21,385,App,Wait than party take good.
541,Entertainment-4657,Coupon,Entertainment,38.71,2025-06-03,2025-12-08,737,Email,Away phone medical always let.
542,Food-7300,Discount,Travel,7.26,2025-04-15,2025-10-07,733,Email,Sea nothing rule perform.
543,Entertainment-9659,LoyaltyPoints,Entertainment,39.99,2024-08-22,2025-01-09,458,Website,House body point country wear.
544,Travel-2728,LoyaltyPoints,Entertainment,27.09,2025-03-05,2025-08-10,135,Email,Both can attorney board Congress positive relate.
545,Electronics-1913,Cashback,Electronics,22.51,2023-11-27,2025-03-09,851,Email,Three tree activity.
546,Entertainment-6797,Discount,Travel,40.51,2024-09-18,2024-10-29,479,App,Tell save often sister certainly catch page.
547,Travel-4155,Cashback,Travel,15.86,2024-01-01,2024-09-09,971,App,Poor else raise get if student computer game.
548,Electronics-1938,Coupon,Fashion,26.6,2023-10-16,2025-10-26,299,Email,Heart for car benefit culture.
549,Entertainment-8980,Cashback,Entertainment,42.21,2025-01-25,2025-10-08,635,Website,Score significant all board or town million.
550,Fashion-1002,Coupon,Entertainment,7.42,2023-10-28,2025-01-30,180,Email,Law experience require news.
551,Entertainment-6157,Discount,Travel,23.45,2024-07-01,2025-10-19,968,Email,Take far care when into.
552,Fashion-8653,Discount,Food,44.81,2024-09-20,2025-10-04,994,App,Method option response TV not wait something.
553,Electronics-8002,Cashback,Fashion,46.03,2023-08-20,2025-03-20,56,SMS,Onto control tough election bad pay usually.
554,Travel-6932,Coupon,Electronics,16.07,2025-07-05,2025-10-17,154,App,Picture free economy outside into.
555,Electronics-4468,Cashback,Fashion,15.85,2025-02-02,2025-02-07,583,Website,Most up require serious.
556,Entertainment-3608,Cashback,Travel,31.56,2023-09-19,2024-04-20,92,Email,Sign value business about now pattern everyone organization.
557,Travel-5542,Cashback,Fashion,34.29,2024-02-19,2024-07-25,752,Email,Case him quite smile.
558,Entertainment-7158,Cashback,Entertainment,10.7,2024-01-04,2024-01-13,999,App,Responsibility strong or.
559,Entertainment-9850,Discount,Fashion,32.12,2024-01-23,2025-09-28,111,Website,North organization ball lot choice parent.
560,Travel-7878,LoyaltyPoints,Food,28.89,2024-09-12,2025-11-01,630,Email,Image attorney chair low money.
561,Entertainment-9673,Coupon,Entertainment,26.86,2023-09-04,2024-03-26,377,SMS,Friend rule reflect soldier save choice one.
562,Entertainment-2094,LoyaltyPoints,Electronics,29.34,2023-08-22,2024-10-08,979,SMS,Activity international authority school drive officer close.
563,Travel-8734,LoyaltyPoints,Travel,35.85,2024-08-06,2025-07-17,342,Website,People lawyer better authority next single.
564,Travel-2078,Coupon,Electronics,42.76,2023-11-14,2025-03-22,675,Email,Suddenly try have people.
565,Fashion-4915,Coupon,Travel,38,2024-08-02,2025-08-09,698,Website,Place carry while analysis fast.
566,Food-4748,Coupon,Fashion,12.68,2024-12-24,2025-06-24,388,Website,Cell speech hot.
567,Fashion-3184,Discount,Fashion,39.27,2023-12-20,2024-03-30,778,SMS,Side talk professor much other bring nation close.
568,Travel-8605,Cashback,Travel,29.68,2024-02-22,2024-06-30,722,App,Commercial century take break special.
569,Travel-8366,Coupon,Travel,32.57,2024-09-09,2025-07-31,554,App,Agree get ask play cover phone.
570,Travel-8033,Coupon,Fashion,23.17,2024-05-28,2024-09-18,762,Email,Newspaper case hair behavior artist cost.
571,Electronics-4962,Coupon,Fashion,44.41,2023-10-15,2023-12-02,152,SMS,On draw pay population effort.
572,Food-2377,LoyaltyPoints,Travel,39.17,2024-09-26,2025-01-08,262,SMS,There American behind finish production response.
573,Entertainment-5644,Coupon,Entertainment,47.78,2024-04-15,2025-05-05,590,Email,Herself certainly third inside different whatever election.
574,Travel-9788,Coupon,Travel,44.12,2025-05-23,2025-12-20,181,Email,East high maintain.
575,Food-5801,Cashback,Travel,8.3,2024-11-20,2025-01-27,623,Email,Magazine policy call word field.
576,Entertainment-4979,LoyaltyPoints,Entertainment,30.24,2023-07-31,2025-02-22,649,App,State today field almost why professional so.
577,Travel-5287,LoyaltyPoints,Fashion,15.88,2023-10-12,2025-12-05,886,SMS,Line force image conference real hold evidence boy.
578,Travel-9663,Cashback,Travel,17.54,2024-10-29,2025-05-11,875,Email,Election seven summer station fire large focus.
579,Food-9213,LoyaltyPoints,Travel,23.39,2025-05-19,2025-09-06,896,Email,Pattern interesting into face whom employee.
580,Entertainment-7928,Cashback,Food,37.89,2023-11-03,2024-07-11,813,Website,Herself agreement worker know.
581,Fashion-5044,Coupon,Travel,20.66,2025-03-28,2025-04-29,734,Website,Also federal performance candidate family.
582,Fashion-4607,Discount,Fashion,16.64,2024-12-10,2025-10-21,960,Email,Direction exist music son through open.
583,Fashion-2417,Cashback,Fashion,23.98,2024-10-23,2025-12-02,209,Email,Walk same rich none responsibility.
584,Travel-8869,Coupon,Fashion,11.81,2024-12-08,2024-12-28,943,SMS,Team task benefit.
585,Electronics-9520,LoyaltyPoints,Fashion,45.98,2024-07-29,2025-01-22,283,SMS,Less project truth fall class.
586,Travel-2860,Discount,Travel,20.63,2023-12-04,2025-10-17,192,App,Yourself ground thus party ground paper seem.
587,Fashion-8574,Discount,Travel,17.75,2024-10-25,2025-11-29,405,Website,Business throw garden room source often.
588,Food-6947,Cashback,Food,42.93,2023-12-05,2025-01-11,201,Website,Certainly that plant past early stage set speech.
589,Entertainment-4659,Discount,Fashion,40.1,2024-02-29,2024-06-02,584,App,Recent simply old send traditional near.
590,Entertainment-7478,Cashback,Food,21.64,2024-08-09,2025-10-16,124,SMS,Live bag every both.
591,Travel-1618,Coupon,Entertainment,33.42,2024-09-07,2025-03-28,838,Website,Occur nature present final.
592,Entertainment-8237,Cashback,Food,18.59,2023-12-14,2025-09-08,747,Email,Action business college direction hotel worker.
593,Entertainment-1352,LoyaltyPoints,Food,10.09,2024-11-06,2025-01-30,70,App,Identify may stuff technology.
594,Fashion-5087,LoyaltyPoints,Electronics,26.62,2024-08-15,2024-11-07,930,Website,Water generation evening power consider consumer.
595,Travel-8232,Discount,Electronics,15.59,2025-05-08,2025-10-22,190,App,Feeling after street pull their arrive.
596,Electronics-9430,Discount,Electronics,46.88,2025-01-10,2025-01-11,950,Email,Gas run those body whose dream.
597,Food-8128,LoyaltyPoints,Entertainment,42.21,2023-07-31,2024-05-31,542,Website,So allow poor prepare then similar direction from.
598,Travel-6956,LoyaltyPoints,Electronics,8.08,2024-09-26,2025-12-05,869,Email,Decision financial majority wear else instead though.
599,Fashion-1750,Cashback,Travel,25.39,2025-07-13,2025-12-10,934,App,Chair guy foreign hand story fear.
600,Fashion-3269,Coupon,Electronics,37.76,2024-02-18,2025-11-13,613,Website,Beyond our party her old season.
601,Entertainment-6429,Coupon,Fashion,39.43,2025-02-27,2025-12-03,426,Email,Out simple central hear either value.
602,Food-6697,LoyaltyPoints,Travel,35.15,2024-04-10,2025-02-22,624,Email,Under more parent number box can serve.
603,Fashion-4835,Cashback,Travel,13.14,2024-03-16,2025-09-06,179,SMS,Station very old it.
604,Travel-6763,LoyaltyPoints,Travel,7.59,2024-02-18,2024-03-24,845,Email,Sing suggest fall out ahead important.
605,Fashion-2259,LoyaltyPoints,Electronics,37.4,2024-10-15,2025-11-24,299,Website,Station into sing paper.
606,Electronics-6578,Coupon,Travel,33.83,2023-08-27,2024-12-11,379,App,Quickly room spring.
607,Food-9937,Discount,Electronics,31.19,2023-11-07,2024-01-14,365,App,Third white begin herself community company.
608,Fashion-1411,Discount,Entertainment,12.14,2024-03-26,2024-04-26,889,SMS,Door up administration blue set laugh.
609,Electronics-3134,LoyaltyPoints,Food,10.92,2023-10-05,2024-05-05,190,SMS,Many debate ball test total clearly major.
610,Entertainment-8062,LoyaltyPoints,Electronics,43.74,2025-04-07,2025-06-09,197,SMS,Put investment life group company against.
611,Electronics-4756,Discount,Food,39.57,2023-08-29,2024-03-06,380,Website,Popular run word professional.
612,Electronics-6989,Coupon,Entertainment,5.14,2023-08-30,2024-01-02,550,SMS,Charge key face.
613,Electronics-4654,Discount,Food,9.97,2024-05-15,2026-01-10,239,Website,Day see property likely during well very.
614,Entertainment-2708,Discount,Food,27.03,2023-11-30,2024-04-29,800,Email,Anyone himself character stay another carry interesting.
615,Entertainment-7593,LoyaltyPoints,Food,20.34,2023-09-12,2024-12-25,962,SMS,Home rule design.
616,Entertainment-1040,Coupon,Food,34.43,2025-02-04,2025-08-14,657,Email,Drive clearly worker.
617,Electronics-9768,Coupon,Food,34.57,2025-03-14,2026-01-07,569,Website,Economic value star serve wait.
618,Electronics-8345,Cashback,Electronics,6.91,2023-09-11,2025-05-05,145,App,All responsibility state.
619,Travel-9034,LoyaltyPoints,Food,17.99,2023-10-19,2025-08-13,407,SMS,North attention accept husband decide her.
620,Fashion-7681,LoyaltyPoints,Fashion,33.48,2024-01-08,2024-02-11,259,App,Near upon market want operation president inside growth.
621,Travel-2467,Coupon,Electronics,26.67,2023-10-15,2025-12-30,835,Email,Would walk her practice.
622,Entertainment-4057,Discount,Entertainment,40.53,2024-04-07,2024-11-24,371,SMS,Relate family floor white air.
623,Travel-4221,LoyaltyPoints,Entertainment,31.09,2024-09-19,2025-03-14,471,SMS,Seek capital trade them summer none impact every.
624,Electronics-3538,Discount,Entertainment,33.64,2024-03-03,2025-10-28,921,Website,White better response already wrong bed because provide.
625,Food-7329,LoyaltyPoints,Fashion,9.8,2024-10-23,2026-01-17,798,SMS,Once partner program.
626,Electronics-7934,LoyaltyPoints,Entertainment,26.46,2024-07-20,2025-04-03,58,Email,Attack record eye parent player future.
627,Food-4699,LoyaltyPoints,Travel,12.22,2023-12-18,2025-05-07,376,App,Use attention born cut first.
628,Travel-1224,Coupon,Food,37.2,2024-05-27,2025-05-25,570,App,Decision if design statement seat start scientist.
629,Fashion-5634,Cashback,Travel,11.88,2023-09-21,2025-11-19,627,Website,Ability approach around cup.
630,Fashion-8428,Discount,Food,20.78,2024-03-23,2025-11-14,104,SMS,Much strategy lose deal let join.
631,Fashion-3213,Discount,Food,24.69,2024-10-29,2025-10-24,691,SMS,Sign line soon.
632,Food-3219,Coupon,Travel,41.83,2024-04-05,2025-09-18,333,Website,Lay evening role early site discussion.
633,Entertainment-7464,Cashback,Electronics,23.74,2024-10-02,2025-11-14,960,Website,Walk name southern drive forward politics.
634,Entertainment-1762,Coupon,Travel,15.25,2023-07-28,2025-08-17,413,Email,Us south sea full stay event accept.
635,Travel-3571,Discount,Electronics,49.17,2023-10-16,2025-01-03,344,Email,Begin evening him identify director picture individual.
636,Travel-7663,Coupon,Electronics,26.09,2024-04-16,2025-08-24,253,Email,Own whole people ever avoid probably whatever simple.
637,Entertainment-3052,Cashback,Entertainment,35.22,2025-03-19,2025-04-06,522,Website,Learn resource however accept management group.
638,Food-6400,LoyaltyPoints,Fashion,19.86,2024-07-02,2024-11-24,122,Website,Write west song federal.
639,Entertainment-1068,Discount,Travel,20.78,2024-07-23,2025-02-01,610,Website,Think billion decade red much.
640,Fashion-5359,Coupon,Electronics,22.39,2023-10-30,2024-08-09,549,App,Possible worker mind daughter.
641,Entertainment-2254,Discount,Travel,12.65,2023-11-26,2024-03-15,448,Website,Improve personal production remain so cold.
642,Electronics-3794,Coupon,Fashion,47.31,2023-08-13,2025-02-10,730,SMS,All go herself discover policy fire easy stay.
643,Fashion-6834,Coupon,Food,15.02,2023-08-02,2023-08-31,533,SMS,Pressure water trial institution cut focus.
644,Electronics-1832,LoyaltyPoints,Travel,14.36,2025-04-28,2025-07-17,722,Website,Message particular later prevent mention.
645,Travel-3472,Discount,Food,40.98,2024-01-12,2024-10-23,911,App,Central art network sell be street wait.
646,Travel-8258,Cashback,Travel,38.62,2023-11-20,2025-08-30,956,App,Present popular art wide.
647,Electronics-1298,Cashback,Food,34.32,2023-12-21,2025-06-01,862,Email,Guy organization board trouble send research.
648,Travel-8270,Discount,Fashion,41.79,2024-01-10,2025-04-21,251,App,Over tough standard professor.
649,Fashion-1371,Coupon,Entertainment,37.52,2024-07-24,2024-09-04,438,SMS,Heavy whatever capital crime table eight.
650,Entertainment-8296,Cashback,Fashion,24.69,2024-06-30,2025-01-18,235,SMS,Official present line hard.
651,Electronics-8505,Coupon,Travel,13.45,2023-09-17,2024-04-21,127,SMS,Edge hope grow ball.
652,Fashion-3540,Discount,Entertainment,6.79,2024-09-08,2024-11-11,791,SMS,Then hotel sea own low involve.
653,Electronics-9710,Cashback,Fashion,11.44,2024-12-23,2025-08-05,917,Email,See themselves mean cover effect.
654,Entertainment-4268,Discount,Travel,37.89,2023-09-18,2025-08-16,186,Website,Media message cost move image along.
655,Travel-9259,Cashback,Food,38.83,2024-09-23,2025-10-11,974,App,Rate nature free prevent image.
656,Travel-1186,Coupon,Electronics,32.35,2023-09-15,2024-04-07,418,Email,Spend six attack save near toward human surface.
657,Electronics-8394,Cashback,Entertainment,13.87,2023-09-23,2024-01-25,479,App,See over concern suddenly once.
658,Entertainment-9387,Discount,Electronics,49.18,2024-07-01,2024-11-26,982,SMS,In issue still their quickly box.
659,Fashion-7456,Cashback,Electronics,27.71,2023-10-30,2025-10-11,101,SMS,Glass think black before instead daughter table blood.
660,Food-9033,LoyaltyPoints,Electronics,23.42,2025-03-07,2025-05-21,533,Email,Clear sure prepare live.
661,Fashion-1466,Coupon,Fashion,5.92,2024-11-20,2025-08-19,331,App,To measure for nice war new final.
662,Electronics-7435,Cashback,Food,38.52,2024-12-20,2025-04-08,246,Email,Measure key build sound either.
663,Electronics-8667,Coupon,Food,17.87,2024-05-17,2025-03-16,271,Website,Lose hold throughout thus continue speak want.
664,Entertainment-2388,Cashback,Food,17.92,2025-04-26,2025-05-05,792,App,Organization themselves maybe girl.
665,Fashion-5806,Coupon,Food,44.72,2023-08-13,2025-09-03,401,SMS,Necessary learn traditional story.
666,Travel-7561,Discount,Food,46.42,2024-02-04,2026-01-17,622,SMS,Reach treatment morning suggest wrong statement paper.
667,Electronics-7118,Coupon,Travel,27.94,2025-01-04,2025-05-14,244,Website,Well suffer tree day other account.
668,Fashion-1478,Discount,Travel,37.69,2024-10-22,2025-02-21,891,Website,Station I write.
669,Entertainment-7564,Coupon,Travel,27.55,2024-11-01,2025-03-18,363,App,Team design box capital religious matter among.
670,Electronics-5717,Cashback,Entertainment,44.34,2025-01-15,2025-04-19,625,Website,Per heavy certainly although dark fight cell.
671,Fashion-9431,Cashback,Entertainment,16.34,2024-11-03,2025-07-29,939,SMS,Although wide conference management produce.
672,Food-1727,Discount,Travel,24.86,2025-02-10,2026-01-16,73,Website,Pretty color decision message simple successful foreign push.
673,Entertainment-3706,Coupon,Food,23.78,2025-04-08,2026-01-06,565,Email,Second learn individual test clear.
674,Electronics-9303,Cashback,Travel,20.1,2024-08-07,2024-12-23,952,Website,Right majority prove coach.
675,Entertainment-9459,Coupon,Travel,23.62,2025-05-23,2026-01-15,452,Website,Without step police word full help radio.
676,Food-5540,Discount,Entertainment,19.86,2025-02-07,2026-01-12,742,Website,To hour look sport situation.
677,Electronics-7988,LoyaltyPoints,Food,24.44,2024-09-08,2025-03-26,628,App,Care should accept wait hard.
678,Food-6772,Discount,Electronics,43.92,2024-01-09,2024-08-15,909,Website,Message seek fact site during.
679,Fashion-9621,LoyaltyPoints,Entertainment,9.45,2023-08-23,2025-12-18,472,Website,Over maybe large bring.
680,Electronics-9496,Coupon,Travel,49.42,2023-08-05,2024-08-23,439,Email,Discover draw most detail manager.
681,Travel-5395,Cashback,Food,35.53,2025-04-04,2025-09-20,433,Website,Attack wait expect area party apply.
682,Electronics-7343,Discount,Fashion,47.94,2025-06-23,2025-07-10,536,SMS,Beyond within free score doctor attack night.
683,Travel-6188,Cashback,Entertainment,9.53,2024-03-10,2025-01-21,443,Website,Decade one bed front.
684,Entertainment-6231,Cashback,Fashion,22.54,2024-03-13,2025-01-02,433,Email,Window stuff matter city behind agency to include.
685,Food-4686,LoyaltyPoints,Food,25.69,2024-08-28,2025-05-13,847,App,Resource offer life method over.
686,Travel-6400,Discount,Entertainment,13.66,2024-11-03,2025-06-03,421,App,Seem finish everything discover trade.
687,Food-3460,Cashback,Travel,24.42,2025-05-19,2025-11-19,747,Email,Congress tree address oil.
688,Electronics-4123,LoyaltyPoints,Electronics,42.69,2024-11-21,2025-08-19,567,Email,Response turn agreement find.
689,Electronics-2464,Coupon,Fashion,6.33,2024-11-09,2025-09-30,666,SMS,Ahead help interest live church.
690,Entertainment-7337,Discount,Entertainment,14.96,2023-08-28,2025-02-27,215,Email,Job authority cell first measure.
691,Fashion-5535,Discount,Entertainment,41.45,2024-08-28,2025-01-19,584,App,Paper season small town note shake have big.
692,Travel-8072,LoyaltyPoints,Fashion,41.6,2025-04-02,2025-07-21,497,Email,Easy police authority read truth.
693,Food-9661,Coupon,Travel,27.13,2024-06-25,2024-09-18,770,Email,Now imagine charge.
694,Food-8975,Cashback,Electronics,21,2024-02-17,2024-11-27,959,SMS,Receive yard reduce left.
695,Fashion-2163,Discount,Entertainment,27.01,2024-02-28,2025-07-11,937,App,Interest teach relate plan.
696,Entertainment-2246,Discount,Fashion,18.22,2023-09-10,2024-03-29,346,SMS,Born middle management safe size.
697,Food-3799,LoyaltyPoints,Travel,49.28,2024-12-25,2025-05-22,623,Website,Red quite management kitchen early office ten.
698,Electronics-9737,LoyaltyPoints,Food,39.61,2025-05-05,2025-06-30,787,Website,Each address church.
699,Food-4342,Discount,Electronics,10.99,2025-04-22,2025-09-28,107,App,Fear final trip last campaign.
700,Travel-8675,Coupon,Electronics,13.91,2023-12-19,2024-10-02,727,Website,Move just situation fill trouble.
701,Fashion-5843,Coupon,Travel,46.67,2023-12-05,2025-09-05,402,App,President over body management relate.
702,Food-1409,Coupon,Entertainment,5.1,2024-07-04,2024-12-14,762,Email,Shake least same still.
703,Fashion-1767,LoyaltyPoints,Travel,7.23,2023-11-05,2024-06-05,978,App,Difference detail sport.
704,Entertainment-2754,LoyaltyPoints,Fashion,13.6,2025-03-11,2025-04-08,734,Website,Offer sometimes every particularly hand.
705,Electronics-5963,Cashback,Travel,16.35,2024-02-20,2025-02-07,498,App,Involve eye sea their young religious.
706,Fashion-6074,Coupon,Electronics,41.49,2024-03-18,2024-05-30,501,Email,Seek president commercial.
707,Entertainment-1641,Discount,Food,16.42,2023-12-06,2025-03-14,116,Website,Dark concern peace get compare travel blood site.
708,Electronics-7336,Coupon,Entertainment,39.06,2025-06-07,2025-09-27,191,Website,All group later painting.
709,Fashion-3252,LoyaltyPoints,Travel,19.01,2025-04-16,2025-11-13,72,Email,Toward yes decide forward fund lose behind.
710,Travel-3613,Discount,Electronics,40.9,2024-07-04,2024-11-28,225,Website,Best would maybe.
711,Travel-3348,Coupon,Travel,13.12,2023-09-13,2024-07-11,977,Email,Major anyone listen walk make bag.
712,Electronics-4428,Discount,Electronics,24.15,2023-08-08,2024-09-06,406,Website,Hot road investment east could.
713,Electronics-8587,Discount,Electronics,39.92,2024-01-22,2024-03-25,164,Website,Wear letter and person opportunity.
714,Food-2856,LoyaltyPoints,Fashion,17.3,2023-11-21,2025-01-09,527,SMS,East strategy production news.
715,Food-9389,Discount,Travel,33.51,2024-10-04,2024-10-06,968,App,Call with think your everybody expert.
716,Electronics-9807,Cashback,Electronics,43.41,2025-02-24,2025-10-10,270,Email,Story possible event wind.
717,Fashion-3450,LoyaltyPoints,Electronics,13.84,2023-11-02,2024-02-05,650,Website,Itself night until shoulder.
718,Entertainment-5852,Cashback,Fashion,9.65,2023-09-11,2024-11-30,927,Email,Actually employee author alone.
719,Food-4592,Cashback,Fashion,42.63,2025-04-04,2025-10-10,867,Email,President far safe exactly boy.
720,Electronics-9096,LoyaltyPoints,Fashion,23.96,2023-09-18,2025-05-28,952,App,Billion really send discussion.
721,Entertainment-9303,Discount,Fashion,10.85,2024-01-20,2025-02-09,646,Email,Win her history audience near common respond.
722,Electronics-6444,Discount,Travel,47.62,2023-07-28,2023-11-25,818,Email,First for get late.
723,Travel-7374,LoyaltyPoints,Fashion,48.97,2023-07-31,2023-08-09,435,App,Role discuss assume hotel face.
724,Electronics-8630,LoyaltyPoints,Travel,30.85,2023-09-10,2025-11-15,925,SMS,Official early left science.
725,Travel-8981,Cashback,Electronics,14.61,2023-10-15,2025-09-05,801,Email,Heavy treat detail onto.
726,Food-8206,Cashback,Travel,22.83,2025-05-01,2025-12-01,598,Website,Return per network spring term leave serve.
727,Food-5641,Cashback,Travel,27.02,2024-09-25,2025-04-10,249,SMS,Team question agreement unit.
728,Entertainment-6864,LoyaltyPoints,Electronics,6.58,2023-08-18,2025-02-07,918,Email,Bag material require bank yeah.
729,Fashion-1362,LoyaltyPoints,Food,49.53,2025-06-10,2025-07-31,52,App,Every everything blue country just money range.
730,Electronics-8459,LoyaltyPoints,Travel,11.24,2025-04-05,2025-05-14,508,SMS,Identify college tell again return.
731,Travel-2603,Discount,Fashion,42.15,2024-10-18,2025-11-21,289,SMS,Avoid arrive last operation.
732,Travel-9233,Cashback,Travel,46.54,2025-03-12,2025-07-25,538,Website,Yourself behavior whatever west really.
733,Electronics-3552,Discount,Travel,23.21,2024-09-07,2024-10-27,218,SMS,Describe minute its ready information film food address.
734,Electronics-1785,Coupon,Food,8.54,2023-11-05,2024-01-20,955,SMS,Military expert especially election.
735,Food-4089,Cashback,Entertainment,46.87,2023-09-30,2025-08-21,428,SMS,Next born and democratic choose.
736,Fashion-2358,Cashback,Food,13.28,2024-03-12,2025-03-05,204,Website,Head sort natural blue lot.
737,Entertainment-4721,Coupon,Electronics,43.41,2023-12-26,2024-10-20,649,SMS,Agreement would finally write poor door.
738,Travel-1438,LoyaltyPoints,Electronics,25.37,2024-02-03,2024-11-22,637,SMS,Deal find suffer skin for such.
739,Electronics-5294,Cashback,Food,21.67,2024-07-05,2024-09-09,940,Email,Window seem detail the need.
740,Fashion-3271,LoyaltyPoints,Travel,40,2024-02-06,2024-08-30,338,SMS,Will dog purpose activity great available citizen analysis.
741,Food-5745,Coupon,Fashion,37.42,2025-01-31,2025-10-22,890,Email,Pay media put agency.
742,Food-1800,LoyaltyPoints,Electronics,7.21,2024-06-29,2024-09-11,442,SMS,In present town same.
743,Travel-3296,Discount,Fashion,21.11,2023-12-03,2024-10-18,603,Email,Season part firm summer.
744,Travel-9241,Coupon,Entertainment,16.56,2024-01-07,2024-06-27,933,Email,Voice quickly necessary hear.
745,Food-2142,LoyaltyPoints,Travel,28.3,2024-03-28,2025-03-01,876,Website,Interesting watch make week director guy feel.
746,Food-8602,LoyaltyPoints,Electronics,15.59,2025-01-16,2025-11-15,505,App,Laugh fact western risk relate final might.
747,Entertainment-8582,Coupon,Fashion,46.67,2024-02-27,2024-05-17,118,Website,Site group soldier listen decade course three east.
748,Electronics-3403,Coupon,Fashion,44.59,2024-05-07,2024-11-30,963,Email,Knowledge current operation kitchen why plant church.
749,Entertainment-6727,Coupon,Fashion,32.49,2025-01-21,2025-12-21,696,App,Road voice animal relate case write very.
750,Electronics-6589,Cashback,Travel,34.81,2024-03-22,2024-07-25,945,Website,Summer enter watch provide.
751,Travel-4949,Discount,Fashion,14.31,2024-12-20,2025-07-13,968,SMS,Image bag executive what.
752,Travel-3405,Coupon,Electronics,11.52,2024-07-17,2025-05-27,515,Email,Politics indeed sort lay.
753,Food-5798,Cashback,Food,26.45,2023-10-21,2025-02-06,366,Email,Feeling picture in light sport believe.
754,Electronics-4663,LoyaltyPoints,Travel,47.69,2024-06-14,2024-11-23,291,App,Hope turn talk bank.
755,Travel-4540,Discount,Food,48.42,2025-01-20,2025-11-02,55,SMS,Find image up entire left reveal travel.
